PlayList,Genre,Artist,Album,PathDest,PathSource
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\00. Afro-Cuban All Stars - Hidden Track One Audio.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\00. Afro-Cuban All Stars - Hidden Track One Audio.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\01. Afro-Cuban All Stars - Amor Verdadero.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\01. Afro-Cuban All Stars - Amor Verdadero.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\02. Afro-Cuban All Stars - Alto Songo.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\02. Afro-Cuban All Stars - Alto Songo.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\03. Afro-Cuban All Stars - Habana del Este.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\03. Afro-Cuban All Stars - Habana del Este.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\04. Afro-Cuban All Stars - A Toda Cuba le Gusta.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\04. Afro-Cuban All Stars - A Toda Cuba le Gusta.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\05. Afro-Cuban All Stars - Fiesta de la Rumba.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\05. Afro-Cuban All Stars - Fiesta de la Rumba.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\06. Afro-Cuban All Stars - Los Sitio' Asere.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\06. Afro-Cuban All Stars - Los Sitio' Asere.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\07. Afro-Cuban All Stars - P?o Mentiroso.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\07. Afro-Cuban All Stars - P?o Mentiroso.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\08. Afro-Cuban All Stars - Mar?a Caracoles.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\08. Afro-Cuban All Stars - Mar?a Caracoles.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\09. Afro-Cuban All Stars - Clasiqueando con Rub?n.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\09. Afro-Cuban All Stars - Clasiqueando con Rub?n.flac
,,Afro-Cuban All Stars,Afro-Cuban All Stars - A Toda Cuba le Gusta,TF2:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\10. Afro-Cuban All Stars - Elube Chang?.flac,f:\Flac\Afro-Cuban All Stars\Afro-Cuban All Stars - A Toda Cuba le Gusta\10. Afro-Cuban All Stars - Elube Chang?.flac
,,Allie Moss,Melancholy Astronautic Man - Single,TF2:\iTunes\Allie Moss\Melancholy Astronautic Man - Single\01 Melancholy Astronautic Man.m4a,f:\iTunes\Allie Moss\Melancholy Astronautic Man - Single\01 Melancholy Astronautic Man.m4a
,,Allie Moss,Passerby,TF2:\iTunes\Allie Moss\Passerby\01 Corner.m4a,f:\iTunes\Allie Moss\Passerby\01 Corner.m4a
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\01. B.B. King - Caldonia.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\01. B.B. King - Caldonia.flac
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\02. B.B. King - How Blue Can You Get.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\02. B.B. King - How Blue Can You Get.flac
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\03. B.B. King - Goin Down Slow.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\03. B.B. King - Goin Down Slow.flac
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\04. B.B. King - I Got Some Help I Don't Need.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\04. B.B. King - I Got Some Help I Don't Need.flac
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\05. B.B. King - Just a Little Love.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\05. B.B. King - Just a Little Love.flac
,,B.B. King,B.B. King - King Biscuit,TF2:\Flac\B.B. King\B.B. King - King Biscuit\06. B.B. King - The Thrill Is Gone.flac,f:\Flac\B.B. King\B.B. King - King Biscuit\06. B.B. King - The Thrill Is Gone.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\00. B.B. King - Hidden Track One Audio.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\00. B.B. King - Hidden Track One Audio.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\01. B.B. King - Slidin' and Glidin'.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\01. B.B. King - Slidin' and Glidin'.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\02. B.B. King - Blues With B.B..flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\02. B.B. King - Blues With B.B..flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\03. B.B. King - King of Guitar.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\03. B.B. King - King of Guitar.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\04. B.B. King - Jump With B.B..flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\04. B.B. King - Jump With B.B..flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\05. B.B. King - 38th Street Blues.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\05. B.B. King - 38th Street Blues.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\06. B.B. King - Feedin' the Rock.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\06. B.B. King - Feedin' the Rock.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\07. B.B. King - Just Like a Woman.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\07. B.B. King - Just Like a Woman.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\08. B.B. King - Step It Up.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\08. B.B. King - Step It Up.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\09. B.B. King - Calypso Jazz.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\09. B.B. King - Calypso Jazz.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\10. B.B. King - Easy Listening (Blues).flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\10. B.B. King - Easy Listening (Blues).flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\11. B.B. King - Shoutin' the Blues.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\11. B.B. King - Shoutin' the Blues.flac
,,B.B. King,B.B. King - Spotlight On Lucille,TF2:\Flac\B.B. King\B.B. King - Spotlight On Lucille\12. B.B. King - Powerhouse.flac,f:\Flac\B.B. King\B.B. King - Spotlight On Lucille\12. B.B. King - Powerhouse.flac
,,Bassnectar,Art of Revolution - EP,TF2:\iTunes\Bassnectar\Art of Revolution - EP\01 Art of Revolution.m4a,f:\iTunes\Bassnectar\Art of Revolution - EP\01 Art of Revolution.m4a
,,Bassnectar,Cozza Frenzy,TF2:\iTunes\Bassnectar\Cozza Frenzy\02 Cozza Frenzy.m4a,f:\iTunes\Bassnectar\Cozza Frenzy\02 Cozza Frenzy.m4a
,,Beach House,Teen Dream,TF2:\iTunes\Beach House\Teen Dream\01 Zebra.m4a,f:\iTunes\Beach House\Teen Dream\01 Zebra.m4a
,,Benjamin Booker,Benjamin Booker,TF2:\iTunes\Benjamin Booker\Benjamin Booker\01 Violent Shiver.m4a,f:\iTunes\Benjamin Booker\Benjamin Booker\01 Violent Shiver.m4a
,,Best Coast,Something In the Way - EP,TF2:\iTunes\Best Coast\Something In the Way - EP\01 Something In the Way.m4a,f:\iTunes\Best Coast\Something In the Way - EP\01 Something In the Way.m4a
,,Bibio,Ambivalence Avenue,TF2:\iTunes\Bibio\Ambivalence Avenue\07 Lovers' Carvings.m4a,f:\iTunes\Bibio\Ambivalence Avenue\07 Lovers' Carvings.m4a
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\01. Big Bad Voodoo Daddy - The Boogie Bumper.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\01. Big Bad Voodoo Daddy - The Boogie Bumper.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\02. Big Bad Voodoo Daddy - Mr. Pinstripe Suit.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\02. Big Bad Voodoo Daddy - Mr. Pinstripe Suit.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\03. Big Bad Voodoo Daddy - King of Swing.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\03. Big Bad Voodoo Daddy - King of Swing.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\04. Big Bad Voodoo Daddy - Minnie the Moocher.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\04. Big Bad Voodoo Daddy - Minnie the Moocher.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\05. Big Bad Voodoo Daddy - You & Me & the Bottle Makes 3 Tonight (Baby).flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\05. Big Bad Voodoo Daddy - You & Me & the Bottle Makes 3 Tonight (Baby).flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\06. Big Bad Voodoo Daddy - Jump With My Baby.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\06. Big Bad Voodoo Daddy - Jump With My Baby.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\07. Big Bad Voodoo Daddy - Maddest Kind of Love.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\07. Big Bad Voodoo Daddy - Maddest Kind of Love.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\08. Big Bad Voodoo Daddy - Go Daddy?O.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\08. Big Bad Voodoo Daddy - Go Daddy?O.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\09. Big Bad Voodoo Daddy - Please Baby.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\09. Big Bad Voodoo Daddy - Please Baby.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\10. Big Bad Voodoo Daddy - Mambo Swing.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\10. Big Bad Voodoo Daddy - Mambo Swing.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\11. Big Bad Voodoo Daddy - Jumpin? Jack.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\11. Big Bad Voodoo Daddy - Jumpin? Jack.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Americana Deluxe,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\12. Big Bad Voodoo Daddy - So Long?Farewell?Goodbye.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Americana Deluxe\12. Big Bad Voodoo Daddy - So Long?Farewell?Goodbye.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\01. Big Bad Voodoo Daddy - Intro.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\01. Big Bad Voodoo Daddy - Intro.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\02. Big Bad Voodoo Daddy - The Boogie Bumper.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\02. Big Bad Voodoo Daddy - The Boogie Bumper.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\03. Big Bad Voodoo Daddy - Jumpin' Jack.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\03. Big Bad Voodoo Daddy - Jumpin' Jack.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\04. Big Bad Voodoo Daddy - I Wanna Be Just Like You (Jungle Book Song).flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\04. Big Bad Voodoo Daddy - I Wanna Be Just Like You (Jungle Book Song).flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\05. Big Bad Voodoo Daddy - You Know You're Wrong.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\05. Big Bad Voodoo Daddy - You Know You're Wrong.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\06. Big Bad Voodoo Daddy - Big Time Operator.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\06. Big Bad Voodoo Daddy - Big Time Operator.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\07. Big Bad Voodoo Daddy - Minnie The Moocher.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\07. Big Bad Voodoo Daddy - Minnie The Moocher.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\08. Big Bad Voodoo Daddy - Oh Yeah.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\08. Big Bad Voodoo Daddy - Oh Yeah.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\09. Big Bad Voodoo Daddy - King of Swing.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\09. Big Bad Voodoo Daddy - King of Swing.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\10. Big Bad Voodoo Daddy - You & Me & The Bottle Makes 3 Tonight (Baby).flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\10. Big Bad Voodoo Daddy - You & Me & The Bottle Makes 3 Tonight (Baby).flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\11. Big Bad Voodoo Daddy - I Like It.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\11. Big Bad Voodoo Daddy - I Like It.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\12. Big Bad Voodoo Daddy - Please Baby.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\12. Big Bad Voodoo Daddy - Please Baby.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\13. Big Bad Voodoo Daddy - Mr. Pinstripe Suit.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\13. Big Bad Voodoo Daddy - Mr. Pinstripe Suit.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\14. Big Bad Voodoo Daddy - Go Daddy-O.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\14. Big Bad Voodoo Daddy - Go Daddy-O.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\15. Big Bad Voodoo Daddy - Simple Songs.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\15. Big Bad Voodoo Daddy - Simple Songs.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\16. Big Bad Voodoo Daddy - So Long Farewell Goodbye.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\16. Big Bad Voodoo Daddy - So Long Farewell Goodbye.flac
,,Big Bad Voodo Daddy,Big Bad Voodoo Daddy - Live,TF2:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\17. Big Bad Voodoo Daddy - Always Gonna Get Ya.flac,f:\Flac\Big Bad Voodo Daddy\Big Bad Voodoo Daddy - Live\17. Big Bad Voodoo Daddy - Always Gonna Get Ya.flac
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\01 Army Of Me (Lp Version).mp3,f:\MP3\Bj?rk\Post\01 Army Of Me (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\02 Hyper-Ballad (Family Tree Version).mp3,f:\MP3\Bj?rk\Post\02 Hyper-Ballad (Family Tree Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\03 Modern Things (Lp Version).mp3,f:\MP3\Bj?rk\Post\03 Modern Things (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\04 It's Oh So Quiet (Lp Version).mp3,f:\MP3\Bj?rk\Post\04 It's Oh So Quiet (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\05 Enjoy (Lp Version).mp3,f:\MP3\Bj?rk\Post\05 Enjoy (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\06 You've Been Flirting Again (Lp Version).mp3,f:\MP3\Bj?rk\Post\06 You've Been Flirting Again (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\07 Isobel (Family Tree Version).mp3,f:\MP3\Bj?rk\Post\07 Isobel (Family Tree Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\08 Possibly Maybe (Lp Version).mp3,f:\MP3\Bj?rk\Post\08 Possibly Maybe (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\09 I Miss You (Lp Version).mp3,f:\MP3\Bj?rk\Post\09 I Miss You (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\10 Cover Me (Lp Version).mp3,f:\MP3\Bj?rk\Post\10 Cover Me (Lp Version).mp3
,,Bj?rk,Post,TF2:\MP3\Bj?rk\Post\11 Headphones (Lp Version).mp3,f:\MP3\Bj?rk\Post\11 Headphones (Lp Version).mp3
,,Black Joe Lewis & The Honeybears,Tell 'Em What Your Name Is!,TF2:\iTunes\Black Joe Lewis & The Honeybears\Tell 'Em What Your Name Is!\05 Boogie.m4a,f:\iTunes\Black Joe Lewis & The Honeybears\Tell 'Em What Your Name Is!\05 Boogie.m4a
,,Blind Pilot,3 Rounds and a Sound,"TF2:\iTunes\Blind Pilot\3 Rounds and a Sound\06 Go On, Say It.m4a","f:\iTunes\Blind Pilot\3 Rounds and a Sound\06 Go On, Say It.m4a"
,,Blitzen Trapper,Furr (Bonus Track Version),TF2:\iTunes\Blitzen Trapper\Furr (Bonus Track Version)\03 Furr.m4a,f:\iTunes\Blitzen Trapper\Furr (Bonus Track Version)\03 Furr.m4a
,,BLK JKS,Mystery - EP,TF2:\iTunes\BLK JKS\Mystery - EP\01 Lakeside.m4a,f:\iTunes\BLK JKS\Mystery - EP\01 Lakeside.m4a
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\00. Blues Brothers - Hidden Track One Audio.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\00. Blues Brothers - Hidden Track One Audio.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\02. Blues Brothers - Hey Bartender.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\02. Blues Brothers - Hey Bartender.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\03. Blues Brothers - Messin? With the Kid.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\03. Blues Brothers - Messin? With the Kid.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\04. Blues Brothers - (I Got Every Thing I Need) Almost.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\04. Blues Brothers - (I Got Every Thing I Need) Almost.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\05. Blues Brothers - Rubber Biscuit.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\05. Blues Brothers - Rubber Biscuit.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\06. Blues Brothers - Shot Gun Blues.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\06. Blues Brothers - Shot Gun Blues.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\07. Blues Brothers - Groove Me.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\07. Blues Brothers - Groove Me.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\08. Blues Brothers - I Don?t Know.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\08. Blues Brothers - I Don?t Know.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\09. Blues Brothers - Soul Man.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\09. Blues Brothers - Soul Man.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\10. Blues Brothers - ?B? Movie Box Car Blues.flac,f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\10. Blues Brothers - ?B? Movie Box Car Blues.flac
,,Blues Brothers,Blues Brothers - Briefcase Full of Blues,"TF2:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\11. Blues Brothers - Flip, Flop & Fly.flac","f:\Flac\Blues Brothers\Blues Brothers - Briefcase Full of Blues\11. Blues Brothers - Flip, Flop & Fly.flac"
,Reggae,Bob Marley & The Wailers,Catch A Fire (Deluxe Edition),TF2:\MP3\Bob Marley & The Wailers\Catch A Fire (Deluxe Edition)\01 Concrete Jungle (Jamaican Version).mp3,f:\MP3\Bob Marley & The Wailers\Catch A Fire (Deluxe Edition)\01 Concrete Jungle (Jamaican Version).mp3
,Reggae,Bob Marley & The Wailers,Catch A Fire (Deluxe Edition),TF2:\MP3\Bob Marley & The Wailers\Catch A Fire (Deluxe Edition)\02 Stir It Up (Jamaican Version).mp3,f:\MP3\Bob Marley & The Wailers\Catch A Fire (Deluxe Edition)\02 Stir It Up (Jamaican Version).mp3
