PlayList,Genre,Artist,Album,PathDest,PathSource
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\10 Broken Crown.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\10 Broken Crown.mp3
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\11 Below My Feet.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\11 Below My Feet.mp3
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\12 Not With Haste.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\12 Not With Haste.mp3
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\13 For Those Below.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\13 For Those Below.mp3
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\14 The Boxer.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\14 The Boxer.mp3
,,Mumford & Sons,Babel (Deluxe Version),TF2:\MP3\Mumford & Sons\Babel (Deluxe Version)\15 Where Are You Now.mp3,f:\MP3\Mumford & Sons\Babel (Deluxe Version)\15 Where Are You Now.mp3
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\00. Natalie Merchant - Hidden Track One Audio.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\00. Natalie Merchant - Hidden Track One Audio.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\01. Natalie Merchant - San Andreas Fault.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\01. Natalie Merchant - San Andreas Fault.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\02. Natalie Merchant - Wonder.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\02. Natalie Merchant - Wonder.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\03. Natalie Merchant - Beloved Wife.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\03. Natalie Merchant - Beloved Wife.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\04. Natalie Merchant - River.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\04. Natalie Merchant - River.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\05. Natalie Merchant - Carnival.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\05. Natalie Merchant - Carnival.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\06. Natalie Merchant - I May Know the Word.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\06. Natalie Merchant - I May Know the Word.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\07. Natalie Merchant - The Letter.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\07. Natalie Merchant - The Letter.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\08. Natalie Merchant - Cowboy Romance.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\08. Natalie Merchant - Cowboy Romance.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\09. Natalie Merchant - Jealousy.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\09. Natalie Merchant - Jealousy.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\10. Natalie Merchant - Where I Go.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\10. Natalie Merchant - Where I Go.flac
,,Natalie Merchant,Natalie Merchant - Tigerlily,TF2:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\11. Natalie Merchant - Seven Years.flac,f:\Flac\Natalie Merchant\Natalie Merchant - Tigerlily\11. Natalie Merchant - Seven Years.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\01. Nina Simone - My Baby Just Cares for Me (special extended version).flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\01. Nina Simone - My Baby Just Cares for Me (special extended version).flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\02. Nina Simone - I Love You Porgy.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\02. Nina Simone - I Love You Porgy.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\03. Nina Simone - For All We Know.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\03. Nina Simone - For All We Know.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\04. Nina Simone - He's Got the Whole World in His Hands.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\04. Nina Simone - He's Got the Whole World in His Hands.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\05. Nina Simone - You'll Never Walk Alone.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\05. Nina Simone - You'll Never Walk Alone.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\06. Nina Simone - Don't Smoke in Bed.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\06. Nina Simone - Don't Smoke in Bed.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\07. Nina Simone - Mood Indigo.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\07. Nina Simone - Mood Indigo.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\08. Nina Simone - He Needs Me.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\08. Nina Simone - He Needs Me.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\09. Nina Simone - African Mailman.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\09. Nina Simone - African Mailman.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\10. Nina Simone - Love Me or Leave Me.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\10. Nina Simone - Love Me or Leave Me.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\11. Nina Simone - Good Bait.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\11. Nina Simone - Good Bait.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\12. Nina Simone - Central Park Blues.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\12. Nina Simone - Central Park Blues.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\13. Nina Simone - Plain Gold Ring.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\13. Nina Simone - Plain Gold Ring.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\14. Nina Simone - Little Girl Blue.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\14. Nina Simone - Little Girl Blue.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\15. Nina Simone - Don't Let Me Be Misunderstood.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\15. Nina Simone - Don't Let Me Be Misunderstood.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\16. Nina Simone - Ain't Got No-I Got Life.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\16. Nina Simone - Ain't Got No-I Got Life.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\17. Nina Simone - Young Gifted & Black.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\17. Nina Simone - Young Gifted & Black.flac
,,Nina Simone,Nina Simone - Little Girl Blue,TF2:\Flac\Nina Simone\Nina Simone - Little Girl Blue\18. Nina Simone - Gin House Blues.flac,f:\Flac\Nina Simone\Nina Simone - Little Girl Blue\18. Nina Simone - Gin House Blues.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\01. Nina Simone - Blue Prelude.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\01. Nina Simone - Blue Prelude.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\02. Nina Simone - Children Go Where I Send You.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\02. Nina Simone - Children Go Where I Send You.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\03. Nina Simone - Tomorrow (We Will Meet Once More).flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\03. Nina Simone - Tomorrow (We Will Meet Once More).flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\04. Nina Simone - Stompin? at the Savoy.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\04. Nina Simone - Stompin? at the Savoy.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\05. Nina Simone - It Might as Well Be Spring.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\05. Nina Simone - It Might as Well Be Spring.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\06. Nina Simone - You?ve Been Gone Too Long.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\06. Nina Simone - You?ve Been Gone Too Long.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\07. Nina Simone - That's Him Over There.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\07. Nina Simone - That's Him Over There.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\08. Nina Simone - Chilly Winds Don?t Blow.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\08. Nina Simone - Chilly Winds Don?t Blow.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\09. Nina Simone - Theme from ?Middle of the Night?.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\09. Nina Simone - Theme from ?Middle of the Night?.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\10. Nina Simone - Can?t Get You Out of This Mood.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\10. Nina Simone - Can?t Get You Out of This Mood.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\11. Nina Simone - Willow Weep for Me.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\11. Nina Simone - Willow Weep for Me.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\12. Nina Simone - Solitaire.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\12. Nina Simone - Solitaire.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\13. Nina Simone - Black Is the Color of My True Love's Hair.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\13. Nina Simone - Black Is the Color of My True Love's Hair.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\14. Nina Simone - Exactly Like You.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\14. Nina Simone - Exactly Like You.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\15. Nina Simone - The Other Woman.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\15. Nina Simone - The Other Woman.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\16. Nina Simone - Under the Lowest.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\16. Nina Simone - Under the Lowest.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\17. Nina Simone - I Don?t Want Him Anymore.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\17. Nina Simone - I Don?t Want Him Anymore.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\18. Nina Simone - Summertime (instrumental).flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\18. Nina Simone - Summertime (instrumental).flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\19. Nina Simone - Summertime (vocal).flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\19. Nina Simone - Summertime (vocal).flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\20. Nina Simone - Cotton Eyed Joe.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\20. Nina Simone - Cotton Eyed Joe.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\21. Nina Simone - Return Home.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\21. Nina Simone - Return Home.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\22. Nina Simone - Wild Is the Wind.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\22. Nina Simone - Wild Is the Wind.flac
,,Nina Simone,Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall,TF2:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\23. Nina Simone - Fine and Mellow.flac,f:\Flac\Nina Simone\Nina Simone - The Amazing Nina Simone - Nina Simone at Town Hall\23. Nina Simone - Fine and Mellow.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\01. No Doubt - Intro.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\01. No Doubt - Intro.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\02. No Doubt - Hella Good.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\02. No Doubt - Hella Good.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\03. No Doubt - Hey Baby.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\03. No Doubt - Hey Baby.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\04. No Doubt - Making Out.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\04. No Doubt - Making Out.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\05. No Doubt feat. Lady Saw - Underneath It All.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\05. No Doubt feat. Lady Saw - Underneath It All.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\06. No Doubt - Detective.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\06. No Doubt - Detective.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\07. No Doubt - Don't Let Me Down.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\07. No Doubt - Don't Let Me Down.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\08. No Doubt - Start the Fire.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\08. No Doubt - Start the Fire.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\09. No Doubt - Running.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\09. No Doubt - Running.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\10. No Doubt - In My Head.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\10. No Doubt - In My Head.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\11. No Doubt - Platinum Blonde Life.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\11. No Doubt - Platinum Blonde Life.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\12. No Doubt - Waiting Room.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\12. No Doubt - Waiting Room.flac
,,No Doubt,No Doubt - Rock Steady (Disc 1 of 2),TF2:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\13. No Doubt - Rock Steady.flac,f:\Flac\No Doubt\No Doubt - Rock Steady (Disc 1 of 2)\13. No Doubt - Rock Steady.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\01. No Doubt - Spiderwebs.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\01. No Doubt - Spiderwebs.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\02. No Doubt - Excuse Me Mr..flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\02. No Doubt - Excuse Me Mr..flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\03. No Doubt - Just a Girl.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\03. No Doubt - Just a Girl.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\05. No Doubt - Different People.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\05. No Doubt - Different People.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\06. No Doubt - Hey You.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\06. No Doubt - Hey You.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\07. No Doubt - The Climb.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\07. No Doubt - The Climb.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\08. No Doubt - Sixteen.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\08. No Doubt - Sixteen.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\09. No Doubt - Sunday Morning.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\09. No Doubt - Sunday Morning.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\10. No Doubt - Don?t Speak.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\10. No Doubt - Don?t Speak.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\11. No Doubt - You Can Do It.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\11. No Doubt - You Can Do It.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\12. No Doubt - World Go ?Round.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\12. No Doubt - World Go ?Round.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\13. No Doubt - End It on This.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\13. No Doubt - End It on This.flac
,,No Doubt,No Doubt - Tragic Kingdom,TF2:\Flac\No Doubt\No Doubt - Tragic Kingdom\14. No Doubt - Tragic Kingdom.flac,f:\Flac\No Doubt\No Doubt - Tragic Kingdom\14. No Doubt - Tragic Kingdom.flac
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\01 Don't Know Why.mp3,f:\MP3\Norah Jones\Come Away With Me\01 Don't Know Why.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\02 Seven Years.mp3,f:\MP3\Norah Jones\Come Away With Me\02 Seven Years.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\03 Cold Cold Heart.mp3,f:\MP3\Norah Jones\Come Away With Me\03 Cold Cold Heart.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\04 Feelin' The Same Way.mp3,f:\MP3\Norah Jones\Come Away With Me\04 Feelin' The Same Way.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\05 Come Away With Me.mp3,f:\MP3\Norah Jones\Come Away With Me\05 Come Away With Me.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\06 Shoot The Moon.mp3,f:\MP3\Norah Jones\Come Away With Me\06 Shoot The Moon.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\07 Turn Me On.mp3,f:\MP3\Norah Jones\Come Away With Me\07 Turn Me On.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\08 Lonestar.mp3,f:\MP3\Norah Jones\Come Away With Me\08 Lonestar.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\09 I've Got To See You Again.mp3,f:\MP3\Norah Jones\Come Away With Me\09 I've Got To See You Again.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\10 Painter Song.mp3,f:\MP3\Norah Jones\Come Away With Me\10 Painter Song.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\11 One Flight Down.mp3,f:\MP3\Norah Jones\Come Away With Me\11 One Flight Down.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\12 Nightingale.mp3,f:\MP3\Norah Jones\Come Away With Me\12 Nightingale.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\13 The Long Day Is Over.mp3,f:\MP3\Norah Jones\Come Away With Me\13 The Long Day Is Over.mp3
,,Norah Jones,Come Away With Me,TF2:\MP3\Norah Jones\Come Away With Me\14 The Nearness Of You.mp3,f:\MP3\Norah Jones\Come Away With Me\14 The Nearness Of You.mp3
,,Norah Jones,Norah Jones - Come Away With Me,TF2:\Flac\Norah Jones\Norah Jones - Come Away With Me\01. Norah Jones - Don?t Know Why.flac,f:\Flac\Norah Jones\Norah Jones - Come Away With Me\01. Norah Jones - Don?t Know Why.flac
,,Norah Jones,Norah Jones - Come Away With Me,TF2:\Flac\Norah Jones\Norah Jones - Come Away With Me\02. Norah Jones - Seven Years.flac,f:\Flac\Norah Jones\Norah Jones - Come Away With Me\02. Norah Jones - Seven Years.flac
,,Norah Jones,Norah Jones - Come Away With Me,TF2:\Flac\Norah Jones\Norah Jones - Come Away With Me\03. Norah Jones - Cold Cold Heart.flac,f:\Flac\Norah Jones\Norah Jones - Come Away With Me\03. Norah Jones - Cold Cold Heart.flac
